"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Ben Dover","8 Aug 2024, 19:31","8 Aug 2024, 20:11","Most exercises were done bent over 😘. Last day of crunch free trial. Space is huge and lots of available equipment. Think I’ll sign up and hopefully this helps me get back on my grind","Pull Up",,"From a dead hang start. Getting better!",0,"normal",,1,,,
"Ben Dover","8 Aug 2024, 19:31","8 Aug 2024, 20:11","Most exercises were done bent over 😘. Last day of crunch free trial. Space is huge and lots of available equipment. Think I’ll sign up and hopefully this helps me get back on my grind","Pull Up",,"From a dead hang start. Getting better!",1,"normal",,1,,,
"Ben Dover","8 Aug 2024, 19:31","8 Aug 2024, 20:11","Most exercises were done bent over 😘. Last day of crunch free trial. Space is huge and lots of available equipment. Think I’ll sign up and hopefully this helps me get back on my grind","Pull Up",,"From a dead hang start. Getting better!",2,"normal",,1,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Clean",,"Got stronger with each set 🤝",0,"normal",95,5,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Clean",,"Got stronger with each set 🤝",1,"normal",145,3,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Clean",,"Got stronger with each set 🤝",2,"normal",145,3,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Clean",,"Got stronger with each set 🤝",3,"normal",145,4,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Clean",,"Got stronger with each set 🤝",4,"normal",145,5,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Bench Press (Barbell)",,"",0,"normal",135,5,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Bench Press (Barbell)",,"",1,"normal",155,5,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Bench Press (Barbell)",,"",2,"normal",155,5,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Bench Press (Barbell)",,"",3,"normal",165,5,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Bench Press (Barbell)",,"",4,"normal",135,8,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Overhead Press (Dumbbell)",,"",0,"normal",70,10,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Overhead Press (Dumbbell)",,"",1,"normal",70,10,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Overhead Press (Dumbbell)",,"",2,"normal",70,10,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Hip Thrust (Machine)",,"Megasussy - counting bar as nothing",0,"normal",70,10,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Hip Thrust (Machine)",,"Megasussy - counting bar as nothing",1,"normal",70,10,,,
"Crunch trial day 3","7 Aug 2024, 07:53","7 Aug 2024, 08:44","Tried midtown East a lil smaller but still solid","Hip Thrust (Machine)",,"Megasussy - counting bar as nothing",2,"normal",70,10,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Hack Squat (Machine)",,"Light but hamstring got hella sore from the depth lol",0,"normal",135,6,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Hack Squat (Machine)",,"Light but hamstring got hella sore from the depth lol",1,"normal",135,6,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Hack Squat (Machine)",,"Light but hamstring got hella sore from the depth lol",2,"normal",135,6,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Deadlift (Barbell)",,"Still got it sorta 🤝💪\n\nFeels nice to drop weights and have a mirror to look at when deadlifting \n\nCan feel my hips rising first though, need to brace more \n\nFinish with 10x focus on form",0,"normal",135,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Deadlift (Barbell)",,"Still got it sorta 🤝💪\n\nFeels nice to drop weights and have a mirror to look at when deadlifting \n\nCan feel my hips rising first though, need to brace more \n\nFinish with 10x focus on form",1,"normal",135,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Deadlift (Barbell)",,"Still got it sorta 🤝💪\n\nFeels nice to drop weights and have a mirror to look at when deadlifting \n\nCan feel my hips rising first though, need to brace more \n\nFinish with 10x focus on form",2,"normal",185,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Deadlift (Barbell)",,"Still got it sorta 🤝💪\n\nFeels nice to drop weights and have a mirror to look at when deadlifting \n\nCan feel my hips rising first though, need to brace more \n\nFinish with 10x focus on form",3,"normal",225,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Deadlift (Barbell)",,"Still got it sorta 🤝💪\n\nFeels nice to drop weights and have a mirror to look at when deadlifting \n\nCan feel my hips rising first though, need to brace more \n\nFinish with 10x focus on form",4,"normal",225,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Deadlift (Barbell)",,"Still got it sorta 🤝💪\n\nFeels nice to drop weights and have a mirror to look at when deadlifting \n\nCan feel my hips rising first though, need to brace more \n\nFinish with 10x focus on form",5,"dropset",135,10,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Front Squat",,"",0,"normal",135,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Front Squat",,"",1,"normal",135,5,,,
"Crunch free trial day 2","6 Aug 2024, 19:20","6 Aug 2024, 20:10","Not bad","Front Squat",,"",2,"normal",135,5,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Clean",,"",0,"normal",95,5,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Clean",,"",1,"normal",115,5,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Clean",,"",2,"normal",115,3,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Clean",,"",3,"normal",135,5,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Bench Press (Barbell)",,"",0,"normal",135,5,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Bench Press (Barbell)",,"",1,"normal",155,5,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Bench Press (Barbell)",,"",2,"normal",185,2,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Hip Abduction (Machine)",,"",0,"normal",80,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Hip Abduction (Machine)",,"",1,"normal",90,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Hip Abduction (Machine)",,"",2,"normal",100,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Hip Abduction (Machine)",,"",3,"normal",110,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Hip Abduction (Machine)",,"",4,"normal",110,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Seated Cable Row - V Grip (Cable)",,"Feels lighter than it should but this is what the labels said 🤷‍♂️",0,"normal",110,12,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Seated Cable Row - V Grip (Cable)",,"Feels lighter than it should but this is what the labels said 🤷‍♂️",1,"normal",121,15,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Seated Cable Row - V Grip (Cable)",,"Feels lighter than it should but this is what the labels said 🤷‍♂️",2,"normal",143,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Shoulder Press (Dumbbell)",,"",1,"normal",50,8,,,
"Crunch free trial","1 Aug 2024, 20:04","1 Aug 2024, 21:03","Pretty nice think I’m gonna send it on a membership","Shoulder Press (Dumbbell)",,"",2,"normal",50,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Lat Pulldown (Cable)",,"Sore af from yday",0,"normal",120,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Lat Pulldown (Cable)",,"Sore af from yday",1,"normal",120,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Lat Pulldown (Cable)",,"Sore af from yday",2,"normal",120,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Lateral Raise (Dumbbell)",,"Dumbell only",0,"normal",40,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Lateral Raise (Dumbbell)",,"Dumbell only",1,"normal",40,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Lateral Raise (Dumbbell)",,"Dumbell only",2,"normal",40,8,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Shoulder Press (Dumbbell)",,"",0,"normal",40,10,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Shoulder Press (Dumbbell)",,"",1,"normal",40,10,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Shoulder Press (Dumbbell)",,"",2,"normal",40,10,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Triceps Extension (Dumbbell)",,"Two 20’s",0,"normal",40,10,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Triceps Extension (Dumbbell)",,"Two 20’s",1,"normal",40,10,,,
"Quick accessories","30 Jul 2024, 22:59","30 Jul 2024, 23:20","Did 1 hour incline treadmill as a digestion walk","Triceps Extension (Dumbbell)",,"Two 20’s",2,"normal",40,10,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Deadlift (Barbell)",,"",0,"warmup",115,7,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Deadlift (Barbell)",,"",1,"normal",165,7,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Deadlift (Barbell)",,"",2,"normal",205,5,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Deadlift (Barbell)",,"",3,"normal",205,5,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Deadlift (Barbell)",,"",4,"normal",205,6,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Bent Over Row (Barbell)",,"Underhand. Focusing on breathing to increase TUT",0,"normal",115,10,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Bent Over Row (Barbell)",,"Underhand. Focusing on breathing to increase TUT",1,"normal",115,10,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Bent Over Row (Barbell)",,"Underhand. Focusing on breathing to increase TUT",2,"normal",115,10,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Bent Over Row (Barbell)",,"Underhand. Focusing on breathing to increase TUT",3,"normal",115,10,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",40,15,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",40,15,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",40,15,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Triceps Rope Pushdown",,"Regular; terrible form on these",0,"normal",40,15,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Triceps Rope Pushdown",,"Regular; terrible form on these",1,"normal",40,15,,,
"First 10k plus volume day in a while","29 Jul 2024, 22:47","29 Jul 2024, 23:32","Getting back into it for real this time","Triceps Rope Pushdown",,"Regular; terrible form on these",2,"normal",40,15,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Lunge (Dumbbell)",0,"Reverse lunge",0,"normal",80,16,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Lunge (Dumbbell)",0,"Reverse lunge",1,"normal",80,16,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Lunge (Dumbbell)",0,"Reverse lunge",2,"normal",80,16,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Lunge (Dumbbell)",0,"Reverse lunge",3,"normal",80,16,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Incline Bench Press (Dumbbell)",0,"+40lbs resistance bands but gonna count it as +10 since it didn’t feel like that much?",0,"normal",40,8,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Incline Bench Press (Dumbbell)",0,"+40lbs resistance bands but gonna count it as +10 since it didn’t feel like that much?",1,"normal",40,12,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Incline Bench Press (Dumbbell)",0,"+40lbs resistance bands but gonna count it as +10 since it didn’t feel like that much?",2,"normal",100,10,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Incline Bench Press (Dumbbell)",0,"+40lbs resistance bands but gonna count it as +10 since it didn’t feel like that much?",3,"normal",100,13,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Lateral Raise (Dumbbell)",,"With 5lb resistance band not logging extra weight",0,"normal",30,10,,,
"Doomscrolling","28 Jul 2024, 19:48","28 Jul 2024, 20:36","Doing a home Harrisburg workout. Mixed up resistance bands with dumbbells and it was pretty nice. Spent a lot of time scrolling though oops","Lateral Raise (Dumbbell)",,"With 5lb resistance band not logging extra weight",1,"normal",30,12,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Pull Up",,"From a dead hang start. Reslly felt it in the scapula or whatever that joint thing is called",0,"normal",,1,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Pull Up",,"From a dead hang start. Reslly felt it in the scapula or whatever that joint thing is called",1,"normal",,1,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Pull Up",,"From a dead hang start. Reslly felt it in the scapula or whatever that joint thing is called",2,"normal",,1,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Pull Up",,"From a dead hang start. Reslly felt it in the scapula or whatever that joint thing is called",3,"normal",,1,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Cable Fly Crossovers",,"",0,"normal",40,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Cable Fly Crossovers",,"",1,"normal",50,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Cable Fly Crossovers",,"",2,"normal",60,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Cable Fly Crossovers",,"",3,"normal",60,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Rear Delt Reverse Fly (Cable)",,"20 = 10lb each arm",0,"normal",10,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Rear Delt Reverse Fly (Cable)",,"20 = 10lb each arm",1,"normal",20,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Rear Delt Reverse Fly (Cable)",,"20 = 10lb each arm",2,"normal",30,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Rear Delt Reverse Fly (Cable)",,"20 = 10lb each arm",3,"normal",30,10,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Incline Bench Press (Barbell)",,"",0,"normal",115,5,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Incline Bench Press (Barbell)",,"",1,"normal",115,5,,,
"Got distracted","23 Jul 2024, 23:13","24 Jul 2024, 00:00","Prob took like 30 min but got distracted on instagram","Incline Bench Press (Barbell)",,"",2,"normal",115,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Squat (Barbell)",,"",0,"normal",115,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Squat (Barbell)",,"",1,"normal",115,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Squat (Barbell)",,"",2,"normal",115,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Overhead Press (Dumbbell)",,"",0,"normal",60,10,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Overhead Press (Dumbbell)",,"",1,"normal",60,10,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Overhead Press (Dumbbell)",,"",2,"normal",60,10,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Negative Pull Up",,"",0,"normal",,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Negative Pull Up",,"",1,"normal",,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Negative Pull Up",,"",2,"normal",,5,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Triceps Rope Pushdown",,"Overhead",0,"normal",40,8,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Triceps Rope Pushdown",,"Overhead",1,"normal",40,8,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Face Pull",,"",0,"normal",40,8,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Face Pull",,"",1,"normal",40,8,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Rope Straight Arm Pulldown",,"",0,"normal",40,8,,,
"Getting some movement in","22 Jul 2024, 23:57","23 Jul 2024, 00:17","Forgot to leave my apartment the whole day again… need to get my shit together","Rope Straight Arm Pulldown",,"",1,"normal",40,8,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Overhead Press (Barbell)",,"",0,"normal",70,6,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Overhead Press (Barbell)",,"",1,"normal",70,8,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Overhead Press (Barbell)",,"",2,"normal",70,8,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Reverse Lunge (Barbell)",,"x5 each side, then x6 each side",0,"normal",70,10,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Reverse Lunge (Barbell)",,"x5 each side, then x6 each side",1,"normal",70,12,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Reverse Lunge (Barbell)",,"x5 each side, then x6 each side",2,"normal",70,10,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Negative Pull Up",,"",0,"normal",,5,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Negative Pull Up",,"",1,"normal",,5,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Negative Pull Up",,"",2,"normal",,5,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Upright Row (Barbell)",,"A little bit of swing",0,"normal",70,6,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Upright Row (Barbell)",,"A little bit of swing",1,"normal",70,6,,,
"Quick Lift","17 Jul 2024, 22:44","17 Jul 2024, 23:15","Whole workout was with bar and 25’s on each side. Ending with some incline walking","Upright Row (Barbell)",,"A little bit of swing",2,"normal",70,6,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Squat (Barbell)",,"",0,"normal",115,5,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Squat (Barbell)",,"",1,"normal",115,5,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Squat (Barbell)",,"",2,"normal",115,5,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Clean",,"",0,"normal",115,3,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Clean",,"",1,"normal",115,3,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Clean",,"",2,"normal",115,3,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Overhead Press (Dumbbell)",,"",0,"normal",60,10,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Overhead Press (Dumbbell)",,"",1,"normal",60,10,,,
"Getting some movement","15 Jul 2024, 22:43","15 Jul 2024, 23:02","Sat around all day, getting some movement in shoutout Clara for the encouragement","Overhead Press (Dumbbell)",,"",2,"normal",60,10,,,
"Quick full body","29 Jun 2024, 12:23","29 Jun 2024, 12:56","Been a bit out of it recently hopefully back into it","Squat (Barbell)",,"Low - counting the bar as 25",0,"warmup",115,5,,,
"Quick full body","29 Jun 2024, 12:23","29 Jun 2024, 12:56","Been a bit out of it recently hopefully back into it","Squat (Barbell)",,"Low - counting the bar as 25",1,"normal",115,5,,,
"Quick full body","29 Jun 2024, 12:23","29 Jun 2024, 12:56","Been a bit out of it recently hopefully back into it","Squat (Barbell)",,"Low - counting the bar as 25",2,"normal",165,5,,,
"Quick full body","29 Jun 2024, 12:23","29 Jun 2024, 12:56","Been a bit out of it recently hopefully back into it","Squat (Barbell)",,"Low - counting the bar as 25",3,"normal",165,5,,,
"Quick full body","29 Jun 2024, 12:23","29 Jun 2024, 12:56","Been a bit out of it recently hopefully back into it","Squat (Barbell)",,"Low - counting the bar as 25",4,"normal",205,3,,,
